AccountStatus,Months,CreditHistory,Purpose,Amount,Savings,Employment,InstallmentRate,Sex,Status,Other,ResidenceSince,Property,Age,InstallmentPlans,Housing,CreditsHere,Job,LiablePeople,Telephone,ForeignWorker,Risk
>= 200 DM / salary >1yr,21.0,Critical,Education,2319.0,< 100 DM,< 1 year,2.0,Male,Married/Separated/Widowed,None,1.0,Car or other,33.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,12.0,Some paid back,Car (new),888.0,< 100 DM,>= 7 years,4.0,Male,Single,None,4.0,Car or other,41.0,Bank,Own,1.0,Unskilled resident,2.0,None,Yes,Bad
0 - 200 DM,12.0,Some paid back,Repairs,639.0,< 100 DM,1 - 4 years,4.0,Male,Single,None,2.0,Car or other,30.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
No account,24.0,Past delays,Business,8648.0,< 100 DM,< 1 year,2.0,Male,Single,None,2.0,Car or other,27.0,Bank,Own,2.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,24.0,Some paid back,Car (new),2303.0,< 100 DM,>= 7 years,4.0,Male,Single,Co-applicant,1.0,Real estate,45.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,6.0,Some paid back,Education,448.0,< 100 DM,< 1 year,4.0,Female,Married/Separated/Widowed,None,4.0,Bldg. society savings / Life insurance,23.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,48.0,Some paid back,Car (new),7763.0,< 100 DM,>= 7 years,4.0,Male,Single,None,4.0,Unknown/None,42.0,Bank,For free,1.0,Mgmt / Self-employed / other,1.0,None,Yes,Bad
0 - 200 DM,12.0,Some paid back,Car (new),1223.0,< 100 DM,>= 7 years,1.0,Male,Married/Separated/Widowed,None,1.0,Real estate,46.0,None,Rent,2.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,15.0,Past delays,Repairs,1512.0,>= 1000 DM,1 - 4 years,3.0,Male,Married/Separated/Widowed,None,3.0,Bldg. society savings / Life insurance,61.0,Stores,Own,2.0,Employee,1.0,None,Yes,Bad
< 0 DM,24.0,Some paid back,Car (new),4817.0,< 100 DM,4 - 7 years,2.0,Male,Single,Co-applicant,3.0,Bldg. society savings / Life insurance,31.0,None,Own,1.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,12.0,No history,Furniture/equipment,2969.0,< 100 DM,< 1 year,4.0,Female,Married/Separated/Widowed,None,3.0,Bldg. society savings / Life insurance,25.0,None,Rent,2.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,21.0,Some paid back,Business,1188.0,< 100 DM,>= 7 years,2.0,Female,Married/Separated/Widowed,None,4.0,Bldg. society savings / Life insurance,39.0,None,Own,1.0,Employee,2.0,None,Yes,Bad
0 - 200 DM,48.0,All paid back,Business,6416.0,< 100 DM,>= 7 years,4.0,Female,Married/Separated/Widowed,None,3.0,Unknown/None,59.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,18.0,Past delays,Furniture/equipment,4297.0,< 100 DM,>= 7 years,4.0,Male,Married/Separated/Widowed,None,3.0,Unknown/None,40.0,None,Own,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
< 0 DM,20.0,Critical,Car (new),2235.0,< 100 DM,1 - 4 years,4.0,Male,Married/Separated/Widowed,Guarantor,2.0,Bldg. society savings / Life insurance,33.0,Bank,Rent,2.0,Employee,1.0,None,No,Bad
0 - 200 DM,9.0,All paid back,Car (new),1437.0,100 - 500 DM,4 - 7 years,2.0,Male,Single,None,3.0,Unknown/None,29.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
No account,18.0,Past delays,Business,2169.0,< 100 DM,1 - 4 years,4.0,Male,Married/Separated/Widowed,None,2.0,Car or other,28.0,None,Own,1.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,24.0,No history,Furniture/equipment,4110.0,< 100 DM,>= 7 years,3.0,Male,Single,None,4.0,Unknown/None,23.0,Bank,Rent,2.0,Employee,2.0,None,Yes,Bad
0 - 200 DM,24.0,No history,Business,4241.0,< 100 DM,1 - 4 years,1.0,Male,Single,None,4.0,Real estate,36.0,None,Own,3.0,Unskilled resident,1.0,Registered,Yes,Bad
0 - 200 DM,24.0,Some paid back,Car (used),12579.0,< 100 DM,>= 7 years,4.0,Female,Married/Separated/Widowed,None,2.0,Unknown/None,44.0,None,For free,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
< 0 DM,24.0,All paid back,Furniture/equipment,3552.0,< 100 DM,4 - 7 years,3.0,Male,Single,None,4.0,Car or other,27.0,Bank,Own,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,18.0,Critical,Furniture/equipment,2124.0,< 100 DM,1 - 4 years,4.0,Female,Married/Separated/Widowed,None,4.0,Real estate,24.0,None,Rent,2.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,27.0,Critical,Radio/television,2520.0,500 - 1000 DM,1 - 4 years,4.0,Male,Single,None,2.0,Bldg. society savings / Life insurance,23.0,None,Own,2.0,Unskilled resident,1.0,None,Yes,Bad
< 0 DM,30.0,Some paid back,Repairs,11998.0,< 100 DM,< 1 year,1.0,Male,Married/Separated/Widowed,None,1.0,Unknown/None,34.0,None,Own,1.0,Unskilled resident,1.0,Registered,Yes,Bad
No account,36.0,Past delays,Business,7980.0,Unknown/None,< 1 year,4.0,Male,Single,None,4.0,Car or other,27.0,None,Rent,2.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,30.0,Critical,Car (new),5234.0,< 100 DM,Unemployed,4.0,Male,Married/Separated/Widowed,None,2.0,Car or other,28.0,None,Own,2.0,Mgmt / Self-employed / other,1.0,None,Yes,Bad
< 0 DM,24.0,Some paid back,Furniture/equipment,2996.0,Unknown/None,1 - 4 years,2.0,Male,Married/Separated/Widowed,None,4.0,Car or other,20.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
No account,36.0,Some paid back,Education,1819.0,< 100 DM,1 - 4 years,4.0,Male,Single,None,4.0,Unknown/None,37.0,Stores,For free,1.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,18.0,Some paid back,Furniture/equipment,4153.0,< 100 DM,1 - 4 years,2.0,Male,Single,Co-applicant,3.0,Car or other,42.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,36.0,Some paid back,Furniture/equipment,2712.0,< 100 DM,>= 7 years,2.0,Male,Single,None,2.0,Bldg. society savings / Life insurance,41.0,Bank,Own,1.0,Employee,2.0,None,Yes,Bad
0 - 200 DM,48.0,Critical,Furniture/equipment,5096.0,< 100 DM,1 - 4 years,2.0,Female,Married/Separated/Widowed,None,3.0,Car or other,30.0,None,Own,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
No account,48.0,Critical,Car (used),11590.0,100 - 500 DM,1 - 4 years,2.0,Female,Married/Separated/Widowed,None,4.0,Car or other,24.0,Bank,Rent,2.0,Unskilled resident,1.0,None,Yes,Bad
< 0 DM,12.0,Some paid back,Radio/television,709.0,< 100 DM,>= 7 years,4.0,Male,Single,None,4.0,Real estate,57.0,Stores,Own,1.0,Unskilled resident,1.0,None,Yes,Bad
No account,12.0,Some paid back,Education,719.0,< 100 DM,>= 7 years,4.0,Male,Single,None,4.0,Car or other,41.0,Bank,Own,1.0,Unskilled resident,2.0,None,Yes,Bad
< 0 DM,24.0,All paid back,Other,1358.0,Unknown/None,>= 7 years,4.0,Male,Single,None,3.0,Car or other,40.0,Stores,Own,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
< 0 DM,18.0,Some paid back,Radio/television,1882.0,< 100 DM,1 - 4 years,4.0,Female,Married/Separated/Widowed,None,4.0,Car or other,25.0,Bank,Rent,2.0,Employee,1.0,None,Yes,Bad
< 0 DM,24.0,Some paid back,Car (new),1381.0,Unknown/None,1 - 4 years,4.0,Female,Married/Separated/Widowed,None,2.0,Bldg. society savings / Life insurance,35.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,24.0,Some paid back,Car (new),1442.0,< 100 DM,4 - 7 years,4.0,Female,Married/Separated/Widowed,None,4.0,Car or other,23.0,None,Rent,2.0,Employee,1.0,None,Yes,Bad
< 0 DM,24.0,All paid back,Business,3161.0,< 100 DM,1 - 4 years,4.0,Male,Single,None,2.0,Bldg. society savings / Life insurance,31.0,None,Rent,1.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,12.0,Some paid back,Car (new),1295.0,< 100 DM,< 1 year,3.0,Female,Married/Separated/Widowed,None,1.0,Car or other,25.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
No account,18.0,Some paid back,Furniture/equipment,1533.0,< 100 DM,< 1 year,4.0,Male,Married/Separated/Widowed,Co-applicant,1.0,Bldg. society savings / Life insurance,43.0,None,Own,1.0,Unskilled resident,2.0,None,Yes,Bad
< 0 DM,24.0,Some paid back,Car (new),1207.0,< 100 DM,< 1 year,4.0,Female,Married/Separated/Widowed,None,4.0,Bldg. society savings / Life insurance,24.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
No account,27.0,Some paid back,Car (new),2570.0,< 100 DM,1 - 4 years,3.0,Female,Married/Separated/Widowed,None,3.0,Real estate,21.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,30.0,Critical,Car (new),4249.0,< 100 DM,Unemployed,4.0,Male,Married/Separated/Widowed,None,2.0,Car or other,28.0,None,Own,2.0,Mgmt / Self-employed / other,1.0,None,Yes,Bad
< 0 DM,18.0,Critical,Car (new),3966.0,< 100 DM,>= 7 years,1.0,Female,Married/Separated/Widowed,None,4.0,Real estate,33.0,Bank,Rent,3.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,36.0,Some paid back,Car (used),8335.0,Unknown/None,>= 7 years,3.0,Male,Single,None,4.0,Unknown/None,47.0,None,For free,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,18.0,Some paid back,Radio/television,1345.0,< 100 DM,1 - 4 years,4.0,Male,Married/Separated/Widowed,None,3.0,Real estate,26.0,Bank,Own,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,15.0,Some paid back,Domestic appliances,1275.0,Unknown/None,1 - 4 years,4.0,Female,Married/Separated/Widowed,None,2.0,Car or other,24.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
>= 200 DM / salary >1yr,24.0,Some paid back,Car (new),947.0,< 100 DM,4 - 7 years,4.0,Male,Single,None,3.0,Unknown/None,38.0,Bank,For free,1.0,Employee,2.0,None,Yes,Bad
< 0 DM,45.0,Some paid back,Radio/television,1845.0,< 100 DM,1 - 4 years,4.0,Male,Single,None,4.0,Unknown/None,23.0,None,For free,1.0,Employee,1.0,Registered,Yes,Bad
>= 200 DM / salary >1yr,15.0,Some paid back,Radio/television,2327.0,< 100 DM,< 1 year,2.0,Female,Married/Separated/Widowed,None,3.0,Real estate,25.0,None,Own,1.0,Unskilled resident,1.0,None,Yes,Bad
>= 200 DM / salary >1yr,12.0,Critical,Car (new),939.0,500 - 1000 DM,4 - 7 years,4.0,Male,Married/Separated/Widowed,None,2.0,Real estate,28.0,None,Own,3.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,15.0,Some paid back,Radio/television,802.0,< 100 DM,>= 7 years,4.0,Male,Single,None,3.0,Car or other,37.0,None,Own,1.0,Employee,2.0,None,Yes,Bad
0 - 200 DM,9.0,Some paid back,Furniture/equipment,918.0,< 100 DM,1 - 4 years,4.0,Female,Married/Separated/Widowed,None,1.0,Bldg. society savings / Life insurance,30.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,48.0,Some paid back,Business,4308.0,< 100 DM,< 1 year,3.0,Female,Married/Separated/Widowed,None,4.0,Bldg. society savings / Life insurance,24.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,12.0,Some paid back,Car (new),685.0,< 100 DM,4 - 7 years,2.0,Male,Married/Separated/Widowed,None,3.0,Car or other,25.0,Bank,Own,1.0,Unskilled resident,1.0,None,Yes,Bad
No account,24.0,Some paid back,Radio/television,2397.0,500 - 1000 DM,>= 7 years,3.0,Male,Single,None,2.0,Car or other,35.0,Bank,Own,2.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,18.0,Some paid back,Car (used),7511.0,Unknown/None,>= 7 years,1.0,Male,Single,None,4.0,Bldg. society savings / Life insurance,51.0,None,For free,1.0,Employee,2.0,Registered,Yes,Bad
< 0 DM,6.0,Some paid back,Car (new),14896.0,< 100 DM,>= 7 years,1.0,Male,Single,None,4.0,Unknown/None,68.0,Bank,Own,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
No account,24.0,Some paid back,Business,4591.0,>= 1000 DM,1 - 4 years,2.0,Male,Single,None,3.0,Bldg. society savings / Life insurance,54.0,None,Own,3.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
0 - 200 DM,30.0,No history,Business,4280.0,100 - 500 DM,1 - 4 years,4.0,Female,Married/Separated/Widowed,None,4.0,Car or other,26.0,None,Rent,2.0,Unskilled resident,1.0,None,Yes,Bad
< 0 DM,12.0,Critical,Car (new),691.0,< 100 DM,>= 7 years,4.0,Male,Single,None,3.0,Bldg. society savings / Life insurance,35.0,None,Own,2.0,Employee,1.0,None,Yes,Bad
< 0 DM,42.0,Past delays,Radio/television,4370.0,< 100 DM,4 - 7 years,3.0,Male,Single,None,2.0,Bldg. society savings / Life insurance,26.0,Bank,Own,2.0,Employee,2.0,Registered,Yes,Bad
< 0 DM,12.0,Critical,Furniture/equipment,2246.0,< 100 DM,>= 7 years,3.0,Male,Single,None,3.0,Bldg. society savings / Life insurance,60.0,None,Own,2.0,Employee,1.0,None,Yes,Bad
No account,9.0,Some paid back,Furniture/equipment,1980.0,< 100 DM,< 1 year,2.0,Female,Married/Separated/Widowed,Co-applicant,2.0,Car or other,19.0,None,Rent,2.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,36.0,Some paid back,Car (new),12389.0,Unknown/None,1 - 4 years,1.0,Male,Single,None,4.0,Unknown/None,37.0,None,For free,1.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,12.0,Some paid back,Domestic appliances,741.0,100 - 500 DM,Unemployed,4.0,Female,Married/Separated/Widowed,None,3.0,Bldg. society savings / Life insurance,22.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,30.0,Some paid back,Furniture/equipment,6350.0,Unknown/None,>= 7 years,4.0,Male,Single,None,4.0,Bldg. society savings / Life insurance,31.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,24.0,Past delays,Furniture/equipment,2064.0,< 100 DM,Unemployed,3.0,Female,Married/Separated/Widowed,None,2.0,Bldg. society savings / Life insurance,34.0,None,Own,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
< 0 DM,36.0,Some paid back,Furniture/equipment,5179.0,< 100 DM,4 - 7 years,4.0,Male,Single,None,2.0,Bldg. society savings / Life insurance,29.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,36.0,No history,Business,1953.0,< 100 DM,>= 7 years,4.0,Male,Single,None,4.0,Unknown/None,61.0,None,For free,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
0 - 200 DM,24.0,Some paid back,Radio/television,2039.0,< 100 DM,< 1 year,1.0,Male,Married/Separated/Widowed,None,1.0,Bldg. society savings / Life insurance,22.0,None,Own,1.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,45.0,Critical,Radio/television,4746.0,< 100 DM,< 1 year,4.0,Male,Single,None,2.0,Bldg. society savings / Life insurance,25.0,None,Own,2.0,Unskilled resident,1.0,None,Yes,Bad
< 0 DM,48.0,Critical,Car (used),6143.0,< 100 DM,>= 7 years,4.0,Female,Married/Separated/Widowed,None,4.0,Unknown/None,58.0,Stores,For free,2.0,Unskilled resident,1.0,None,Yes,Bad
0 - 200 DM,36.0,Critical,Car (new),2820.0,< 100 DM,< 1 year,4.0,Male,Married/Separated/Widowed,None,4.0,Car or other,27.0,None,Own,2.0,Employee,1.0,None,Yes,Bad
< 0 DM,21.0,All paid back,Car (new),1647.0,Unknown/None,1 - 4 years,4.0,Male,Single,None,2.0,Bldg. society savings / Life insurance,40.0,None,Own,2.0,Unskilled resident,2.0,None,Yes,Bad
< 0 DM,24.0,Past delays,Radio/television,1659.0,< 100 DM,< 1 year,4.0,Female,Married/Separated/Widowed,None,2.0,Car or other,29.0,None,Rent,1.0,Unskilled resident,1.0,Registered,Yes,Bad
>= 200 DM / salary >1yr,15.0,Critical,Radio/television,1271.0,Unknown/None,1 - 4 years,3.0,Male,Single,None,4.0,Unknown/None,39.0,None,For free,2.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,12.0,Some paid back,Car (used),3386.0,< 100 DM,>= 7 years,3.0,Male,Single,None,4.0,Unknown/None,35.0,None,For free,1.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,24.0,Some paid back,Radio/television,1938.0,< 100 DM,< 1 year,4.0,Male,Married/Separated/Widowed,None,3.0,Bldg. society savings / Life insurance,32.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,12.0,Some paid back,Furniture/equipment,2762.0,Unknown/None,>= 7 years,1.0,Female,Married/Separated/Widowed,None,2.0,Bldg. society savings / Life insurance,25.0,Bank,Own,1.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,12.0,All paid back,Car (new),697.0,< 100 DM,< 1 year,4.0,Male,Single,None,2.0,Car or other,46.0,Bank,Own,2.0,Employee,1.0,Registered,Yes,Bad
No account,48.0,Some paid back,Business,3914.0,Unknown/None,1 - 4 years,4.0,Male,Married/Separated/Widowed,None,2.0,Real estate,38.0,Bank,Own,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,48.0,Past delays,Education,6224.0,< 100 DM,>= 7 years,4.0,Male,Single,None,4.0,Unknown/None,50.0,None,For free,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,45.0,No history,Business,11816.0,< 100 DM,>= 7 years,2.0,Male,Single,None,4.0,Car or other,29.0,None,Rent,2.0,Employee,1.0,None,Yes,Bad
< 0 DM,48.0,Some paid back,Car (new),3931.0,< 100 DM,4 - 7 years,4.0,Male,Single,None,4.0,Unknown/None,46.0,None,For free,1.0,Employee,2.0,None,Yes,Bad
< 0 DM,18.0,All paid back,Furniture/equipment,1553.0,< 100 DM,1 - 4 years,4.0,Male,Single,None,3.0,Car or other,44.0,Bank,Own,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,24.0,Some paid back,Car (new),1285.0,Unknown/None,4 - 7 years,4.0,Female,Married/Separated/Widowed,None,4.0,Unknown/None,32.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,24.0,Some paid back,Car (used),11560.0,< 100 DM,1 - 4 years,1.0,Female,Married/Separated/Widowed,None,4.0,Car or other,23.0,None,Rent,2.0,Mgmt / Self-employed / other,1.0,None,Yes,Bad
>= 200 DM / salary >1yr,18.0,Some paid back,Radio/television,2100.0,< 100 DM,1 - 4 years,4.0,Male,Single,Co-applicant,2.0,Real estate,37.0,Stores,Own,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,12.0,Some paid back,Radio/television,766.0,500 - 1000 DM,1 - 4 years,4.0,Male,Single,None,3.0,Real estate,66.0,None,Own,1.0,Unskilled resident,1.0,None,Yes,Bad
No account,10.0,Some paid back,Car (new),1309.0,Unknown/None,1 - 4 years,4.0,Male,Single,Guarantor,4.0,Bldg. society savings / Life insurance,27.0,None,Own,1.0,Unskilled resident,1.0,None,Yes,Bad
>= 200 DM / salary >1yr,18.0,Some paid back,Furniture/equipment,2864.0,< 100 DM,1 - 4 years,2.0,Male,Single,None,1.0,Real estate,34.0,None,Own,1.0,Unskilled resident,2.0,None,Yes,Bad
0 - 200 DM,48.0,No history,Other,18424.0,< 100 DM,1 - 4 years,1.0,Female,Married/Separated/Widowed,None,2.0,Bldg. society savings / Life insurance,32.0,Bank,Own,1.0,Mgmt / Self-employed / other,1.0,Registered,No,Bad
0 - 200 DM,48.0,Some paid back,Furniture/equipment,9960.0,< 100 DM,< 1 year,1.0,Female,Married/Separated/Widowed,None,2.0,Car or other,26.0,None,Own,1.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,12.0,All paid back,Radio/television,626.0,< 100 DM,1 - 4 years,4.0,Female,Married/Separated/Widowed,None,4.0,Real estate,24.0,Bank,Own,1.0,Unskilled resident,1.0,None,Yes,Bad
< 0 DM,12.0,Some paid back,Education,795.0,< 100 DM,< 1 year,4.0,Female,Married/Separated/Widowed,None,4.0,Bldg. society savings / Life insurance,53.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,24.0,Some paid back,Furniture/equipment,4057.0,< 100 DM,4 - 7 years,3.0,Male,Married/Separated/Widowed,None,3.0,Car or other,43.0,None,Own,1.0,Employee,1.0,Registered,Yes,Bad
No account,6.0,Some paid back,Furniture/equipment,4611.0,< 100 DM,< 1 year,1.0,Female,Married/Separated/Widowed,None,4.0,Bldg. society savings / Life insurance,32.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,60.0,All paid back,Other,14782.0,100 - 500 DM,>= 7 years,3.0,Female,Married/Separated/Widowed,None,4.0,Unknown/None,60.0,Bank,For free,2.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
< 0 DM,36.0,Critical,Car (used),9629.0,< 100 DM,4 - 7 years,4.0,Male,Single,None,4.0,Car or other,24.0,None,Own,2.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,48.0,Critical,Car (used),6331.0,< 100 DM,>= 7 years,4.0,Male,Single,None,4.0,Unknown/None,46.0,None,For free,2.0,Employee,1.0,Registered,Yes,Bad
